,bpp,y-psnr
0,0.016855768011610744,27.7733
1,0.05135711041163241,29.5707
2,0.07674318121107748,30.6968
3,0.1407352240595506,31.5127
4,0.2313108496204227,32.2752
5,0.37276694433810015,32.9554
6,0.5857566495271133,33.6454
