,bpp,y-psnr
0,0.014372858923252461,30.703
1,0.0344117307249256,32.9722
2,0.04631527998156905,36.7398
3,0.06394773704723342,37.8983
4,0.08418349732730727,38.5467
5,0.12131064831684278,39.2529
6,0.18352193836706984,39.665
