,bpp,y-psnr
0,0.025312852645003953,27.7265
1,0.057280796554190605,29.5244
2,0.1040868026638729,32.0042
3,0.1643866306855901,33.6688
4,0.24540098118522694,35.0887
5,0.3743966298500309,36.5614
6,0.5557515395866829,37.9017
